type,fund,fund_size,beneficial_units,total_beneficiaries
AA2,華南永昌中國A股基金(美元),"4,251,338","11,445.10",4
AB2,華南永昌多重資產入息平衡基金(累積新台幣),"352,138,326","20,770,758.60",708
AB2,華南永昌多重資產入息平衡基金(月配新台幣),"173,462,611","14,933,275.10",101
,(本基金之配息來源可能為本金),,,
AB2,華南永昌多重資產入息平衡基金(累積美元),"684,398","1,289.30",3
AB2,華南永昌多重資產入息平衡基金(月配美元),"8,608,639","23,973.90",8
,(本基金之配息來源可能為本金),,,
AA2,華南永昌全球物聯網精選基金(新台幣),"253,801,988","11,406,476.40",454
AA2,華南永昌全球物聯網精選基金(美元),"38,377,885","52,293.50",12
AE21,華南永昌Shiller US CAPE ETF組合基金(累積新台幣),"59,325,051","3,844,225.00",109
AE21,華南永昌Shiller US CAPE ETF組合基金(月配新台幣),"17,486,871","1,311,094.50",20
,(本基金之配息來源可能為本金),,,
AE21,華南永昌Shiller US CAPE ETF組合基金(累積美元),"244,452,032","517,506.10",9
AE21,華南永昌Shiller US CAPE ETF組合基金(月配美元),"5,834,200","14,458.60",4
,(本基金之配息來源可能為本金),,,
AA2,華南永昌全球精品基金,"521,092,749","25,304,991.15","1,175"
AJ2,華南永昌低波動多重資產基金,"885,399,563","2,838,557.50",3
AJ2,華南永昌WE多重資產基金,"148,580,382","14,161,895.90",328
AE23,華南永昌實質豐收組合基金(累積新台幣),"1,540,651,379","149,398,967.20","1,037"
,(本基金有相當比重投資於持有非投資等級高風險債券),,,
AE23,華南永昌實質豐收組合基金(月配新台幣),"248,316,081","24,078,829.80",143
,(本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),,,
AE23,華南永昌實質豐收組合基金(累積美元),"394,839,118","1,364,483.10",9
,(本基金有相當比重投資於持有非投資等級高風險債券),,,
AE23,華南永昌實質豐收組合基金(月配美元),"108,272,622","374,292.50",2
,(本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),,,
AD1,華南永昌鳳翔貨幣市場基金,"23,755,148,393","1,446,745,827.60",393
華南永昌投信,,"40,391,426,334","2,602,683,457.75","8,072"
AA1,新光台灣富貴基金,"910,623,250","14,516,811.35","1,384"
AA1,新光大三通基金,"951,238,727","18,318,455.65","1,229"
AA2,新光中國成長基金(新臺幣),"541,520,023","55,496,452.87","1,251"
AA2,新光中國成長基金(美元),"28,296,790","93,774.45",11
AA2,新光中國成長基金(人民幣),"3,458,313","79,003.10",8
AF,新光澳幣十年期保本基金,"627,121,399","2,975,112.00",3
,(保護型保本基金；保本比率為本金之100%，但投資人於基金到期日前提出買回申請，到期前之買回淨值不保證會高於基金保本率或發行價格；本基金之配息來源可能為本金),,,
AF,新光澳幣八年期保本基金,"65,453,552","289,884.87",10
,(保護型保本基金；保本比率為本金之100%，但投資人於基金到期日前提出買回申請，到期前之買回淨值不保證會高於基金保本率或發行價格),,,
AA2,新光全球生技醫療基金(新臺幣),"344,000,152","23,531,523.42",917
AA2,新光全球生技醫療基金(美元),"224,350,628","485,121.03",32
AB2,新光美國豐收平衡基金(A累積)新臺幣,"166,600,883","15,036,348.77",197
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,新光美國豐收平衡基金(B配息)新臺幣,"20,899,231","2,198,175.06",41
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AB2,新光美國豐收平衡基金(A累積)美元,"148,899,782","414,749.86",14
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,新光美國豐收平衡基金(B配息)美元,"2,336,137","7,571.68",4
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AB2,新光美國豐收平衡基金(A類型)人民幣,"962,687","19,872.44",5
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,新光全球債券基金(A累積)新臺幣,"77,836,591","7,436,842.92",72
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光全球債券基金(B配息)新臺幣,"58,187,997","6,244,812.51",30
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光全球債券基金(A累積)美元,"99,312,217","300,858.00",13
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光全球債券基金(B配息)美元,"7,546,126","25,605.69",7
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光全球債券基金(A累積)人民幣,"902,171","19,294.12",3
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光全球債券基金(B配息)人民幣,"2,948,179","63,826.76",6
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光六年到期全球新興市場債券基金新臺幣,"2,746,632","260,544.00",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,新光六年到期全球新興市場債券基金美元,"462,965,308","1,464,969.74",15
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,新光六年到期全球新興市場債券基金人民幣,"189,148,689","3,629,681.00",6
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH11,新光特選內需收益ETF基金,"497,064,126","22,110,000.00",978
AA2,新光全球AI新創產業基金新臺幣,"468,755,526","26,321,615.12","1,275"
AA2,新光全球AI新創產業基金美元,"119,322,916","218,507.85",23
AA2,新光全球AI新創產業基金人民幣,"9,615,521","120,130.29",8
AA1,新光店頭基金,"486,322,739","8,023,994.25",921
AH22,新光全方位收益ETF傘型基金之新光富時15年以上特選產業美元投資等級債券ETF基金,"2,189,760,139","52,600,000.00",89
AH22,新光全方位收益ETF傘型基金之新光中國10年期國債及政策金融附加綠債債券ETF基金,"15,565,150,415","385,350,000.00",60
AH22,新光精選收益ETF傘型基金之新光美國政府1至3年期債券ETF基金,"5,021,000,786","140,600,000.00",20
AH22,新光首選收益傘型基金之新光15年期(以上)美元金融債券ETF基金,"1,504,329,030","38,175,000.00",13
AA2,新光首選收益傘型基金之新光全球特別股收益基金(A累積)新台幣,"72,400,181","6,663,193.51",43
AA2,新光首選收益傘型基金之新光全球特別股收益基金(B配息)新台幣,"67,094,041","6,962,758.15",19
,(本基金之配息來源可能為本金),,,
AA2,新光首選收益傘型基金之新光全球特別股收益基金(A累積)美元,"131,128,734","388,953.91",14
AH22,新光優質收益ETF傘型基金之新光15年期(以上)A-BBB美元電信債券ETF基金,"12,361,593,148","311,650,000.00",20
AC21,新光新興富域國家債券基金(A累)臺幣,"101,721,538","10,356,943.84",74
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,新光新興富域國家債券基金(B配)臺幣,"97,141,462","10,908,493.16",26
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光新興富域國家債券基金(A累)美元,"82,554,131","280,183.50",12
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,新光新興富域國家債券基金(B配)美元,"72,321,633","270,695.59",16
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AA2,新光全球宅經濟基金新台幣,"143,136,619","11,072,314.79",158
AA2,新光全球宅經濟基金美元,"51,843,915","136,020.40",14
AA1,新光創新科技基金,"2,463,417,791","67,541,548.69","4,796"
AI2,新光恒生科技指數基金新臺幣,"553,080,370","100,948,032.19",291
AI2,新光恒生科技指數基金美元,"355,315,069","2,316,366.60",38
AI2,新光恒生科技指數基金人民幣,"45,765,330","1,931,755.79",18
AC21,新光永續再生環境債券基金-(A累積)新台幣,"460,235,827","46,326,438.61",31
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光永續再生環境債券基金-(B配息)新台幣,"122,058,060","12,340,401.71",17
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光永續再生環境債券基金-(NA累積)新台幣,"11,527,163","1,164,829.00",1
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光永續再生環境債券基金-(NB配息)新台幣,"21,549,377","2,187,000.00",1
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光永續再生環境債券基金-(A累積)美元,"160,293,521","579,464.09",6
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光永續再生環境債券基金-(B配息)美元,"65,665,764","238,514.24",4
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光永續再生環境債券基金-(NA累積)美元,"13,629,925","49,153.91",1
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光永續再生環境債券基金-(NB配息)美元,"33,465,603","121,504.30",1
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光永續再生環境債券基金-(A累積)人民幣,"23,271,172","535,645.16",4
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光永續再生環境債券基金-(B配息)人民幣,"10,729,134","248,290.01",4
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,新光永續再生環境債券基金-(NA累積)人民幣,"7,479,193","172,292.42",1
,(本基金有一定比重得投資於非投資等級之高風險債券),,,
AC21,新光永續再生環境債券基金-(NB配息)人民幣,"12,734,957","294,252.27",1
,(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AD1,新光吉星貨幣市場基金,"24,481,648,725","1,565,695,816.56",444
新光投信,,"72,821,479,045","2,987,809,401.20","14,702"
AC23,瑞銀亞洲高收益債券基金 (台幣) A類型(累積),"63,802,372","5,576,102.00",13
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀亞洲高收益債券基金 (台幣) B類型(月配息),"838,326,912","149,692,481.58",20
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀亞洲高收益債券基金 (美元) A類型(累積),"115,691,738","478,286.12",8
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀亞洲高收益債券基金 (美元) B類型(月配息),"10,006,908","54,163.75",6
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀亞洲高收益債券基金 (人民幣) A類型 (累積),"4,312,298","105,997.20",5
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀亞洲高收益債券基金 (人民幣) B類型(月配息),"8,906,114","298,438.48",6
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀亞洲高收益債券基金 (澳幣) A類型(累積),"4,642,646","26,699.30",2
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀亞洲高收益債券基金 (澳幣) B類型(月配息),"4,793,364","36,496.67",5
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀亞洲高收益債券基金 (台幣) NB 類型 (月配息),"5,934,949","775,050.56",3
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀亞洲高收益債券基金 (美元) NB 類型 (月配息),"3,681,515","17,176.81",3
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀亞洲高收益債券基金 (人民幣) NB 類型 (月配息),0,0.00,0
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AA2,瑞銀全球創新趨勢基金,"265,978,414","27,783,058.03",19
AC23,瑞銀全方位高收益債券基金 (台幣) A類型(累積),"14,313,240","1,374,348.65",4
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀全方位高收益債券基金 (台幣) B類型(月配息),"261,938,623","35,095,086.28",5
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀全方位高收益債券基金 (美元) A類型(累積),"118,977,028","383,870.72",3
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀全方位高收益債券基金 (美元) B類型(月配息),"177,623,881","793,841.43",4
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀全方位高收益債券基金 (人民幣) A類型 (累積),"12,423,258","242,838.04",2
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀全方位高收益債券基金 (人民幣) B類型(月配息),"117,768,251","3,398,543.34",5
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,瑞銀全方位高收益債券基金 (澳幣) A類型(累積),"16,693,804","76,904.80",2
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,瑞銀全方位高收益債券基金 (澳幣) B類型(月配息),"24,221,996","154,907.07",4
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,瑞銀2023至2025年機動到期新興市場債券基金(美元)A類型(累積),"1,178,275,253","4,256,980.14",3
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,瑞銀2023至2025年機動到期新興市場債券基金(美元)B類型(季配息),"1,014,450,362","3,822,930.19",3
